,0
2387,"Ay-ay-ay, ay-ay-ay"
2388,Let it rain over me
2389,"Chris Brown, set it off"
2390,"Oh, feeling crazy"
2391,"The moon is up, the night is hazy"
2392,Let's get lost in the shadows
2393,Somewhere we can go where no one else can find
2394,Loosen up your body 'til you come undone
2395,"Loosen up your body, baby, come undone"
2396,Loosen up your body 'til you come undone
2397,"Loosen up your body, baby, come undone"
2398,"Oh my my, looking like a good-good time"
2399,"Don't disguise, the way you wanna love tonight"
2400,"Oh my my, hook you with a brand new high"
2401,"Don't be shy, I just wanna live tonight, have a little F.U.N., fun"
2402,"Fresh from Monaco, performin' for Microsoft"
2403,"Miami to L.A., G4, we takin' off"
2404,"I'm a hard worker, I'm far from the boss"
2405,"But when it's said and done, I'm ownin' it all"
2406,I know you think it’s just rap
2407,"Just this, just that, haha, right"
2408,"Nah, baby, this my life"
2409,Wanna have fun for a night? Then just
2410,Loosen up your body 'til you come undone
2411,"Loosen up your body, baby, come undone"
2412,Loosen up your body 'til you come undone
2413,"Loosen up your body, baby, come undone"
2414,"Oh my my, looking like good-good time"
2415,"Don't disguise, the way you wanna love tonight"
2416,"Oh my my, hook you with a brand new high"
2417,"Don't be shy, I just wanna live tonight, have a little F.U.N., fun"
2418,Go headlinin' on tour with Enrique
2419,"Often Casa Campo, who would've thought de que"
2420,"Down in Key Largo, you know I'm on that sticky"
2421,"Icky, icky, icky, icky"
2422,"Don't do it much, but when I do, I'm gone"
2423,"Don't take it all off, keep your heels and thong"
2424,"Ah Mamì, that turns me on"
2425,"Now just listen to the song, and"
2426,Loosen up your body 'til you come undone
2427,"Loosen up your body, baby, come undone"
2428,Loosen up your body 'til you come undone
2429,"Loosen up your body, baby, come undone"
2430,"Oh my my, looking like good-good time"
2431,"Don't disguise, the way you wanna love tonight"
2432,"Oh my my, hook you with a brand new high"
2433,"Don't be shy, I just wanna live tonight, have a little F.U.N., fun"
2434,"Come on, Mami, you know what it is"
2435,"Come on, baby, you know what it is"
2436,"I wanna, uh, let's go to the crib"
2437,"And if you want, you can bring your friends"
2438,"Come on, Mami, you know what it is"
2439,"Come on, baby, you know what it is"
2440,"I wanna, uh, let's go to the crib"
2441,"And if you want, you can bring your friends"
2442,"And we can F.U.N., fun"
2443,"Let's go, let's ride, let's show 'em how we do it in the 305"
2444,Loosen up your body 'til you come undone
2445,"Loosen up your body, baby, come undone"
2446,Loosen up your body 'til you come undone
2447,"Loosen up your body, baby, come undone"
2448,Mr. Worldwide to infinity
2449,You know the roof on fire
2450,"We gon' boogie oogie oggie, jiggle, wiggle and dance"
2451,Like the roof on fire
2452,"We gon' drink, drink and take shots until we fall out"
2453,Like the roof on fire
2454,"Now baby give a booty naked, take off all your clothes, and light the roof on fire"
2455,"Tell her, tell her baby, baby, baby, baby, baby, baby, baby, baby"
2456,I'm on fire
2457,"I tell her baby, baby, baby, baby, baby, baby, baby, baby, baby"
2458,I'm on fireball
2459,Fireball
2460,"I saw, I came, I conquered"
2461,"Or should I say, ""I saw, I conquered, I came"""
2462,They say the chico on fire and he no liar
2463,While y'all slippin’ he runnin’ the game
2464,Now big bang boogie
2465,Get that kitty little noogie
2466,"In a nice, nice little shade"
2467,I gave Suzie a little pat up on the booty
2468,And she turned around and said “Walk this way”
2469,I was born in a flame
2470,Momma said that everyone would know my name
2471,"I'm the best,  you've ever had"
2472,"If you think I'm burning out, I never am"
2473,I'm on fire
2474,I'm on fire
2475,I'm on fire
2476,I'm on fire
2477,Fireball
2478,Fireball
2479,Sticks and stones may break my bones
2480,But I don’t care what y’all say
2481,"'Cause as the world turns, y’all boys gonna learn"
2482,"That chico right here don’t play, aha"
2483,"That boy’s from the bottom, bottom of the map"
2484,M.I.A U.S.A
2485,I gave Suzie a little pat up on the booty
2486,And she turned around and said
2487,“Walk this way”
2488,I was born in a flame
2489,Momma said that everyone would know my name
2490,I'm the best  you've ever had
2491,"If you think I'm burning out, I never am"
2492,I'm on fire
2493,I'm on fire
2494,I'm on fire
2495,I'm on fire
2496,Fireball
2497,"We're taking it, we're taking it, we're taking it down"
2498,"We're taking it, we're taking it, we're taking it down"
2499,"We're taking it, we're taking it, we're taking it down"
2500,"We're taking it, we're taking it, we're taking it down"
2501,"We're taking it, we're taking it, we're taking it down"
2502,"We're taking it, we're taking it, we're taking it down"
2503,"We're taking it, we're taking it, we're taking it down"
2504,"We're taking it, we're taking it, we're taking it down"
2505,"Now, we're bringing it, we're bringing it, we're bringing it back"
2506,"We're bringing it, we're bringing it, we're bringing it back"
2507,"We're bringing it, we're bringing it, we're bringing it back"
2508,"We're bringing it, we're bringing it, we're bringing it back"
2509,"We're bringing it, we're bringing it, we're bringing it back"
2510,"We're bringing it, we're bringing it, we're bringing it back"
2511,"We're bringing it, we're bringing it, we're bringing it back"
2512,Fireball
2513,Fireball
2514,"I tell her, tell her baby, baby, baby, baby, baby, baby, baby, baby"
2515,I'm on fire
2516,"I tell her baby, baby, baby, baby, baby, baby, baby, baby"
2517,I'm on fireball
2518,La fábrica de éxitos
2519,La fábrica de éxitos
2520,Le voy a hacer la historia a Pitbull y a Sensato pa' que la conozcan
2521,"Yuli la mesa está servida, la sopa está caliente"
2522,No hay ni pa' azorar las moscas
2523,Míster todo el mundo
2524,Sensato del patio
2525,Queremos darle una bienvenida
2526,A todas las mujeres que hacen vino
2527,Por todo el mundo
2528,"Yo la conocí en un taxi, en camino al club"
2529,"Yo la conocí en un taxi, en camino al club"
2530,Me lo paró
2531,El taxi
2532,Me lo paró
2533,El taxi
2534,Me lo paró
2535,El taxi
2536,Me lo paró
2537,"Lo paró con una mano, lo paro que yo la vi"
2538,"Cho, cho, chofer pare el taxi"
2539,"Cho, cho, cho, cho, chofer para el taxi"
2540,"Ella está pa' un accidente, no me importa si está crazy"
2541,No me importa si hace vino por ahí
2542,"Cho, cho, chofer pare el taxi"
2543,"Cho, cho, cho, cho, chofer para el taxi"
2544,No me importa si es casada
2545,No la quiero pa' instalarme
2546,Yo no quiero que sea sólo para mí
2547,"Cho, cho, chofer pare el taxi"
2548,"Cho, cho, cho, cho, chofer para el taxi"
2549,"Ella hace de todo, to, to, to, to, to"
2550,"Ella sabe de todo, to, to, to, to, to"
2551,"Ella hace de todo, to, to, to, to, to"
2552,"Ella sabe de todo, to, to, to, to, to"
2553,"En el taxi, la conocí caminando por un backstreet"
2554,"Estaba sexy, pero tan sexy"
2555,Que por poquito arrollamos un tipo y chocamos el taxi
2556,Era el chofer
2557,"El que dijo ""Oye, mira esa mujer"""
2558,"Está dura, dura, qué dura"
2559,"Pero ya tú sabes que ella quiere efectivo dinero, visa qué chula"
2560,Lula
2561,Con culo de mula
2562,"Y no le tengas duda, ella le saca todo el jugo a la uva"
2563,"¿Que hace vino? Sí, hace vino"
2564,"Yo la conocí en un taxi, en camino al club"
2565,"Yo la conocí en un taxi, en camino al club"
2566,Me lo paró
2567,El taxi
2568,Me lo paró
2569,El taxi
2570,Me lo paró
2571,El taxi
2572,Me lo paró
2573,"Lo paró con una mano, lo paro que yo la vi"
2574,"Cho, cho, chofer pare el taxi"
2575,"Cho, cho, cho, cho, chofer para el taxi"
2576,"Ella está pa' un accidente, no me importa si está crazy"
2577,No me importa si hace vino por ahí
2578,"Cho, cho, chofer pare el taxi"
2579,"Cho, cho, cho, cho, chofer para el taxi"
2580,No me importa si es casada
2581,No la quiero pa' instalarme
2582,Yo no quiero que sea sólo para mí
2583,"Cho, cho, chofer pare el taxi"
2584,"Cho, cho, cho, cho, chofer para el taxi"
2585,"Ella hace de todo, to, to, to, to, to"
2586,"Ella sabe de todo, to, to, to, to, to"
2587,"Ella hace de todo, to, to, to, to, to"
2588,"Ella sabe de todo, to, to, to, to, to"
2589,"Yo la conocí, en un taxi yo la conocí"
2590,"Le dije, ''¿tú tienes novio?'', ella dijo que sí"
2591,¿Cómo así? ¿Entonces qué tú haces por aquí?
2592,"Tú me lo paraste, el taxi, siéntate aquí"
2593,Can I get a kissy? Can I get a hickey?
2594,You look like a freaky dame cerebro y pinky
2595,"Tú dedo miñiqui, te pones kinky"
2596,You put it in places that I would never think it
2597,Ella se bebe dos botellas de vino
2598,Para que se vea más fino y sea bueno pa' los intestinos
2599,"Pero no, a ella lo que le gustan son los masculinos"
2600,Para ella hacerle vino
2601,Que ella hace vino
2602,"Ella hace todo, de todo, de todo, de todo"
2603,"Ella hace todo, de todo, de todo, de todo"
2604,Dayamí la Musa
2605,"Ella hace de todo, to, to, to, to, to"
2606,"Ella sabe de todo, to, to, to, to, to"
2607,"Ella hace de todo, to, to, to, to, to"
2608,"Ella sabe de todo, to, to, to, to, to"
2609,"Lo paró con una mano, lo paro que yo la vi"
2610,"Cho, cho, chofer pare el taxi"
2611,"Cho, cho, cho, cho, chofer para el taxi"
2612,"Ella está pa' un accidente, no me importa si está crazy"
2613,No me importa si hace vino por ahí
2614,"Cho, cho, chofer pare el taxi"
2615,"Cho, cho, cho, cho, chofer para el taxi"
2616,No me importa si es casada
2617,No la quiero pa' instalarme
2618,Yo no quiero que sea sólo para mí
2619,"Cho, cho, chofer pare el taxi"
2620,"Cho, cho, cho, cho, chofer para el taxi"
2621,"Ella hace de todo, to, to, to, to, to"
2622,"Ella sabe de todo, to, to, to, to, to"
2623,"Ella hace de todo, to, to, to, to, to"
2624,"Ella sabe de todo, to, to, to, to, to"
2625,"Ella hace todo, de todo, de todo, de todo"
2626,"Ella hace todo, de todo, de todo, de todo"
2627,Dayamí la Musa
2628,La fábrica de éxitos
2629,Le voy a hacer la historia a Pitbull y a Sensato pa' que la conozcan
2630,"Everything is just fine, why? Because she makes wine"
2631,"Yuli la mesa está servida, la sopa está caliente"
2632,No hay ni pa' azorar las moscas
2633,"Red light, green light"
2634,Everybody take a shot
2635,"Red light, green light"
2636,Give me everything you got
2637,"Red light, green light"
2638,"Mr. 305, Flo Rida and LunchMoney"
2639,"Three Miami boys, you know what time it is"
2640,"Give me the green light, oh yeah"
2641,Cause I'm ready to go
2642,"Let's have a good time, let's go"
2643,What you waiting for?
2644,"We only got one life, one life"
2645,And we gon' live it up
2646,"So give me the green light, give it to me"
2647,"Cause I'm ready to go, oh, oh, oh"
2648,"Wee-oh, wee-oh, wee-oh, wee-oh, oh, oh"
2649,"Cause I'm ready to go, oh, oh, oh"
2650,"Wee-oh, wee-oh, wee-oh, wee-oh, oh, oh"
2651,Give me the green light
2652,I got the green light mami and you know what that means
2653,"That we can do anything, anything that you dream"
2654,"I wanna make you ooh, ah, till you scream"
2655,"And I practice what I preach, if you know what I mean"
2656,I'm about that mami
2657,Yeah I got the key and I'mma lock that mami
2658,"Yeah, we can roll and I'mma rock that mami"
2659,"I do what I say and say what I mean, now let me jump in between"
2660,"I'm getting loose in this thing, like OJ the Juice in this thing"
2661,"Feeling like Left Eye, boy, I burn the roof in this thing"
2662,"I got all the women getting naked, feeling like Luke in this thing, think it's a game"
2663,Now I got the green lit and the green right
2664,"All I need is, mami, for you to give me the green light"
2665,So I can run through it like an EZ pass
2666,Find the G-spot and step on the gas
2667,"Give me the green light, oh yeah"
2668,Cause I'm ready to go
2669,"Let's have a good time, let's go"
2670,What you waiting for?
2671,"We only got one life, one life"
2672,And we gon' live it up
2673,"So give me the green light, give it to me"
2674,"Cause I'm ready to go, oh, oh, oh"
2675,"Wee-oh, wee-oh, wee-oh, wee-oh, oh, oh"
2676,"Cause I'm ready to go, oh, oh, oh"
2677,"Wee-oh, wee-oh, wee-oh, wee-oh, oh, oh"
2678,Give me the green light
2679,"Baby, I got the Midas, I'm Flo Rida"
2680,"You know I'm all about that thing, that thing"
2681,If she ready then I'm ready
2682,Pull up on her with the Chevy
2683,Real talk when that light turn green
2684,"Give me what I asked for, I got a passport"
2685,"Mr. International, I hit the airport"
2686,If you knew the kind of work that I transport
2687,That Rihanna do me dirt to the crash course
2688,"I like the cleanest, greenest, leanest"
2689,"Serena, Venus, Flo a Genius, smokin' Phoenix"
2690,You never seen this
2691,"I have her dream this that 200 on the dash, got me feenin'"
2692,"So I'm tryna ride out, slide out"
2693,"Grab the stripes, then the 500 bye bye"
2694,"Wild out, shout out"
2695,"Beehive, hit the honeycomb hideout, ayy"
2696,"Give me the green light, oh yeah"
2697,Cause I'm ready to go
2698,"Let's have a good time, let's go"
2699,What you waiting for?
2700,"We only got one life, one life"
2701,And we gon' live it up
2702,"So give me the green light, give it to me"
2703,"Cause I'm ready to go, oh, oh, oh"
2704,"Wee-oh, wee-oh, wee-oh, wee-oh, oh, oh"
2705,"Cause I'm ready to go, oh, oh, oh"
2706,"Wee-oh, wee-oh, wee-oh, wee-oh, oh, oh"
2707,Give me the green light
2708,"Red light, green light"
2709,Everybody take a shot
2710,"Red light, green light"
2711,Give me everything you got
2712,"Red light, green light"
2713,Everybody take a shot
2714,"Red light, green light"
2715,What you waiting for?
2716,"Give me the green light, oh yeah"
2717,Cause I'm ready to go
